[i] n=25000 bank=33338.1840 sel=4465 k_free=400 block_time=45.0s seed=31
[r11870] best=33338.1840 gains=0 vars~521 t=321s status=OPTIMAL obj_int=3010284
[r11880] best=33338.1840 gains=0 vars~519 t=321s status=OPTIMAL obj_int=2970209
[r11890] best=33338.1840 gains=0 vars~537 t=322s status=OPTIMAL obj_int=2997310
[r11900] best=33338.1840 gains=0 vars~518 t=322s status=OPTIMAL obj_int=3008154
[r11910] best=33338.1840 gains=0 vars~516 t=322s status=OPTIMAL obj_int=2996847
[r11920] best=33338.1840 gains=0 vars~542 t=322s status=OPTIMAL obj_int=3003624
[r11930] best=33338.1840 gains=0 vars~528 t=323s status=OPTIMAL obj_int=3027163
[r11940] best=33338.1840 gains=0 vars~513 t=323s status=OPTIMAL obj_int=2991214
[r11950] best=33338.1840 gains=0 vars~544 t=323s status=OPTIMAL obj_int=2970542
[r11960] best=33338.1840 gains=0 vars~525 t=323s status=OPTIMAL obj_int=2970954
[r11970] best=33338.1840 gains=0 vars~539 t=324s status=OPTIMAL obj_int=3068420
[r11980] best=33338.1840 gains=0 vars~534 t=324s status=OPTIMAL obj_int=2968309
[r11990] best=33338.1840 gains=0 vars~521 t=324s status=OPTIMAL obj_int=3021299
[r12000] best=33338.1840 gains=0 vars~550 t=324s status=OPTIMAL obj_int=2937873
[r12010] best=33338.1840 gains=0 vars~525 t=325s status=OPTIMAL obj_int=2990415
[r12020] best=33338.1840 gains=0 vars~522 t=325s status=OPTIMAL obj_int=3015108
[r12030] best=33338.1840 gains=0 vars~537 t=325s status=OPTIMAL obj_int=3032290
[r12040] best=33338.1840 gains=0 vars~520 t=325s status=OPTIMAL obj_int=2971161
[r12050] best=33338.1840 gains=0 vars~530 t=326s status=OPTIMAL obj_int=2949354
[r12060] best=33338.1840 gains=0 vars~514 t=326s status=OPTIMAL obj_int=2922314
[r12070] best=33338.1840 gains=0 vars~537 t=326s status=OPTIMAL obj_int=3022781
[r12080] best=33338.1840 gains=0 vars~536 t=326s status=OPTIMAL obj_int=3034110
[r12090] best=33338.1840 gains=0 vars~536 t=327s status=OPTIMAL obj_int=2960296
[r12100] best=33338.1840 gains=0 vars~519 t=327s status=OPTIMAL obj_int=2993499
[r12110] best=33338.1840 gains=0 vars~523 t=327s status=OPTIMAL obj_int=2942898
[r12120] best=33338.1840 gains=0 vars~521 t=327s status=OPTIMAL obj_int=2993068
[r12130] best=33338.1840 gains=0 vars~524 t=328s status=OPTIMAL obj_int=3037615
[r12140] best=33338.1840 gains=0 vars~536 t=328s status=OPTIMAL obj_int=2984224
[r12150] best=33338.1840 gains=0 vars~518 t=328s status=OPTIMAL obj_int=2985041
[r12160] best=33338.1840 gains=0 vars~522 t=328s status=OPTIMAL obj_int=2975707
[r12170] best=33338.1840 gains=0 vars~516 t=329s status=OPTIMAL obj_int=2937596
[r12180] best=33338.1840 gains=0 vars~541 t=329s status=OPTIMAL obj_int=2955762
[r12190] best=33338.1840 gains=0 vars~531 t=329s status=OPTIMAL obj_int=2971772
[r12200] best=33338.1840 gains=0 vars~525 t=329s status=OPTIMAL obj_int=2946823
[r12210] best=33338.1840 gains=0 vars~522 t=330s status=OPTIMAL obj_int=2959288
[r12220] best=33338.1840 gains=0 vars~530 t=330s status=OPTIMAL obj_int=3024755
[r12230] best=33338.1840 gains=0 vars~532 t=330s status=OPTIMAL obj_int=3044388
[r12240] best=33338.1840 gains=0 vars~515 t=330s status=OPTIMAL obj_int=3014026
[r12250] best=33338.1840 gains=0 vars~534 t=331s status=OPTIMAL obj_int=2987849
[r12260] best=33338.1840 gains=0 vars~514 t=331s status=OPTIMAL obj_int=2988105
[r12270] best=33338.1840 gains=0 vars~542 t=331s status=OPTIMAL obj_int=3050448
[r12280] best=33338.1840 gains=0 vars~534 t=331s status=OPTIMAL obj_int=3029349
[r12290] best=33338.1840 gains=0 vars~522 t=332s status=OPTIMAL obj_int=2992288
[r12300] best=33338.1840 gains=0 vars~528 t=332s status=OPTIMAL obj_int=2947943
[r12310] best=33338.1840 gains=0 vars~541 t=332s status=OPTIMAL obj_int=3008310
[r12320] best=33338.1840 gains=0 vars~551 t=332s status=OPTIMAL obj_int=2949638
[r12330] best=33338.1840 gains=0 vars~540 t=333s status=OPTIMAL obj_int=2987310
[r12340] best=33338.1840 gains=0 vars~526 t=333s status=OPTIMAL obj_int=2928189
[r12350] best=33338.1840 gains=0 vars~524 t=333s status=OPTIMAL obj_int=2904954
[r12360] best=33338.1840 gains=0 vars~522 t=333s status=OPTIMAL obj_int=3033227
[r12370] best=33338.1840 gains=0 vars~535 t=334s status=OPTIMAL obj_int=3016277
[r12380] best=33338.1840 gains=0 vars~524 t=334s status=OPTIMAL obj_int=2934947
[r12390] best=33338.1840 gains=0 vars~516 t=334s status=OPTIMAL obj_int=2987352
[r12400] best=33338.1840 gains=0 vars~528 t=334s status=OPTIMAL obj_int=2972367
[r12410] best=33338.1840 gains=0 vars~530 t=335s status=OPTIMAL obj_int=2993076
[r12420] best=33338.1840 gains=0 vars~519 t=335s status=OPTIMAL obj_int=2938818
[r12430] best=33338.1840 gains=0 vars~521 t=335s status=OPTIMAL obj_int=3003610
[r12440] best=33338.1840 gains=0 vars~521 t=335s status=OPTIMAL obj_int=2984071
[r12450] best=33338.1840 gains=0 vars~512 t=336s status=OPTIMAL obj_int=2960246
[r12460] best=33338.1840 gains=0 vars~513 t=336s status=OPTIMAL obj_int=3065512
[r12470] best=33338.1840 gains=0 vars~510 t=336s status=OPTIMAL obj_int=2940400
[r12480] best=33338.1840 gains=0 vars~506 t=336s status=OPTIMAL obj_int=2983617
[r12490] best=33338.1840 gains=0 vars~518 t=337s status=OPTIMAL obj_int=3058708
[r12500] best=33338.1840 gains=0 vars~524 t=337s status=OPTIMAL obj_int=2980869
[r12510] best=33338.1840 gains=0 vars~530 t=337s status=OPTIMAL obj_int=3041816
[r12520] best=33338.1840 gains=0 vars~517 t=337s status=OPTIMAL obj_int=2960882
[r12530] best=33338.1840 gains=0 vars~514 t=338s status=OPTIMAL obj_int=2983095
[r12540] best=33338.1840 gains=0 vars~542 t=338s status=OPTIMAL obj_int=3031909
[r12550] best=33338.1840 gains=0 vars~530 t=338s status=OPTIMAL obj_int=2928793
[r12560] best=33338.1840 gains=0 vars~526 t=338s status=OPTIMAL obj_int=2961587
[r12570] best=33338.1840 gains=0 vars~533 t=338s status=OPTIMAL obj_int=3012565
[r12580] best=33338.1840 gains=0 vars~522 t=339s status=OPTIMAL obj_int=2973306
[r12590] best=33338.1840 gains=0 vars~543 t=339s status=OPTIMAL obj_int=2987290
[r12600] best=33338.1840 gains=0 vars~534 t=339s status=OPTIMAL obj_int=2972694
[r12610] best=33338.1840 gains=0 vars~511 t=339s status=OPTIMAL obj_int=2962690
[r12620] best=33338.1840 gains=0 vars~528 t=340s status=OPTIMAL obj_int=2963833
[r12630] best=33338.1840 gains=0 vars~529 t=340s status=OPTIMAL obj_int=2974232
[r12640] best=33338.1840 gains=0 vars~516 t=340s status=OPTIMAL obj_int=3038090
[r12650] best=33338.1840 gains=0 vars~519 t=340s status=OPTIMAL obj_int=2939490
[r12660] best=33338.1840 gains=0 vars~544 t=341s status=OPTIMAL obj_int=3029291
[r12670] best=33338.1840 gains=0 vars~526 t=341s status=OPTIMAL obj_int=2981507
[r12680] best=33338.1840 gains=0 vars~514 t=341s status=OPTIMAL obj_int=3041771
[r12690] best=33338.1840 gains=0 vars~524 t=341s status=OPTIMAL obj_int=2943549
[r12700] best=33338.1840 gains=0 vars~523 t=342s status=OPTIMAL obj_int=3002073
[r12710] best=33338.1840 gains=0 vars~526 t=342s status=OPTIMAL obj_int=2962482
[r12720] best=33338.1840 gains=0 vars~518 t=342s status=OPTIMAL obj_int=3003458
[r12730] best=33338.1840 gains=0 vars~529 t=342s status=OPTIMAL obj_int=3029334
[r12740] best=33338.1840 gains=0 vars~518 t=343s status=OPTIMAL obj_int=2935104
[r12750] best=33338.1840 gains=0 vars~520 t=343s status=OPTIMAL obj_int=2989974
[r12760] best=33338.1840 gains=0 vars~514 t=343s status=OPTIMAL obj_int=3017516
[r12770] best=33338.1840 gains=0 vars~547 t=343s status=OPTIMAL obj_int=2996315
[r12780] best=33338.1840 gains=0 vars~549 t=344s status=OPTIMAL obj_int=3008775
[r12790] best=33338.1840 gains=0 vars~520 t=344s status=OPTIMAL obj_int=2952845
[r12800] best=33338.1840 gains=0 vars~545 t=344s status=OPTIMAL obj_int=2975229
[r12810] best=33338.1840 gains=0 vars~552 t=344s status=OPTIMAL obj_int=3029851
[r12820] best=33338.1840 gains=0 vars~521 t=345s status=OPTIMAL obj_int=3066669
[r12830] best=33338.1840 gains=0 vars~524 t=345s status=OPTIMAL obj_int=3053140
[r12840] best=33338.1840 gains=0 vars~543 t=345s status=OPTIMAL obj_int=2910677
[r12850] best=33338.1840 gains=0 vars~539 t=345s status=OPTIMAL obj_int=3038892
[r12860] best=33338.1840 gains=0 vars~529 t=346s status=OPTIMAL obj_int=2991231
[r12870] best=33338.1840 gains=0 vars~521 t=346s status=OPTIMAL obj_int=2955333
[r12880] best=33338.1840 gains=0 vars~540 t=346s status=OPTIMAL obj_int=3024465
[r12890] best=33338.1840 gains=0 vars~527 t=346s status=OPTIMAL obj_int=3055787
[r12900] best=33338.1840 gains=0 vars~529 t=347s status=OPTIMAL obj_int=2990938
[r12910] best=33338.1840 gains=0 vars~518 t=347s status=OPTIMAL obj_int=2986200
[r12920] best=33338.1840 gains=0 vars~545 t=347s status=OPTIMAL obj_int=2924114
[r12930] best=33338.1840 gains=0 vars~531 t=347s status=OPTIMAL obj_int=2985915
[r12940] best=33338.1840 gains=0 vars~525 t=348s status=OPTIMAL obj_int=2944512
[r12950] best=33338.1840 gains=0 vars~553 t=348s status=OPTIMAL obj_int=3053667
[r12960] best=33338.1840 gains=0 vars~514 t=348s status=OPTIMAL obj_int=3031819
[r12970] best=33338.1840 gains=0 vars~543 t=348s status=OPTIMAL obj_int=2991259
[r12980] best=33338.1840 gains=0 vars~509 t=349s status=OPTIMAL obj_int=2995094
[r12990] best=33338.1840 gains=0 vars~525 t=349s status=OPTIMAL obj_int=2948179
[r13000] best=33338.1840 gains=0 vars~528 t=349s status=OPTIMAL obj_int=3054860
[r13010] best=33338.1840 gains=0 vars~508 t=350s status=OPTIMAL obj_int=2982692
[r13020] best=33338.1840 gains=0 vars~532 t=350s status=OPTIMAL obj_int=2962978
[r13030] best=33338.1840 gains=0 vars~543 t=350s status=OPTIMAL obj_int=2980239
[r13040] best=33338.1840 gains=0 vars~520 t=350s status=OPTIMAL obj_int=3011165
[r13050] best=33338.1840 gains=0 vars~522 t=351s status=OPTIMAL obj_int=2890114
[r13060] best=33338.1840 gains=0 vars~529 t=351s status=OPTIMAL obj_int=2995147
[r13070] best=33338.1840 gains=0 vars~543 t=351s status=OPTIMAL obj_int=2978723
[r13080] best=33338.1840 gains=0 vars~523 t=351s status=OPTIMAL obj_int=3009417
[r13090] best=33338.1840 gains=0 vars~513 t=352s status=OPTIMAL obj_int=2982611
[r13100] best=33338.1840 gains=0 vars~529 t=352s status=OPTIMAL obj_int=3026526
[r13110] best=33338.1840 gains=0 vars~525 t=352s status=OPTIMAL obj_int=3020608
[r13120] best=33338.1840 gains=0 vars~542 t=352s status=OPTIMAL obj_int=2992622
[r13130] best=33338.1840 gains=0 vars~513 t=352s status=OPTIMAL obj_int=2945246
[r13140] best=33338.1840 gains=0 vars~512 t=353s status=OPTIMAL obj_int=2989383
[r13150] best=33338.1840 gains=0 vars~535 t=353s status=OPTIMAL obj_int=2964220
[r13160] best=33338.1840 gains=0 vars~528 t=353s status=OPTIMAL obj_int=2996010
[r13170] best=33338.1840 gains=0 vars~528 t=353s status=OPTIMAL obj_int=3014473
[r13180] best=33338.1840 gains=0 vars~520 t=354s status=OPTIMAL obj_int=3019786
[r13190] best=33338.1840 gains=0 vars~540 t=354s status=OPTIMAL obj_int=3013188
[r13200] best=33338.1840 gains=0 vars~523 t=354s status=OPTIMAL obj_int=2989628
[r13210] best=33338.1840 gains=0 vars~525 t=354s status=OPTIMAL obj_int=2909204
[r13220] best=33338.1840 gains=0 vars~548 t=355s status=OPTIMAL obj_int=3000791
[r13230] best=33338.1840 gains=0 vars~518 t=355s status=OPTIMAL obj_int=2954054
[r13240] best=33338.1840 gains=0 vars~535 t=355s status=OPTIMAL obj_int=2965277
[r13250] best=33338.1840 gains=0 vars~535 t=356s status=OPTIMAL obj_int=2985459
[r13260] best=33338.1840 gains=0 vars~539 t=356s status=OPTIMAL obj_int=3043240
[r13270] best=33338.1840 gains=0 vars~529 t=356s status=OPTIMAL obj_int=2988621
[r13280] best=33338.1840 gains=0 vars~525 t=356s status=OPTIMAL obj_int=2985286
[r13290] best=33338.1840 gains=0 vars~507 t=357s status=OPTIMAL obj_int=2964742
[r13300] best=33338.1840 gains=0 vars~533 t=357s status=OPTIMAL obj_int=2972583
[r13310] best=33338.1840 gains=0 vars~538 t=357s status=OPTIMAL obj_int=2999258
[r13320] best=33338.1840 gains=0 vars~528 t=357s status=OPTIMAL obj_int=2873437
[r13330] best=33338.1840 gains=0 vars~507 t=358s status=OPTIMAL obj_int=2969963
[r13340] best=33338.1840 gains=0 vars~546 t=358s status=OPTIMAL obj_int=3028520
[r13350] best=33338.1840 gains=0 vars~534 t=358s status=OPTIMAL obj_int=3039623
[r13360] best=33338.1840 gains=0 vars~520 t=358s status=OPTIMAL obj_int=2940184
[r13370] best=33338.1840 gains=0 vars~537 t=359s status=OPTIMAL obj_int=2974517
[r13380] best=33338.1840 gains=0 vars~542 t=359s status=OPTIMAL obj_int=2877492
[r13390] best=33338.1840 gains=0 vars~517 t=359s status=OPTIMAL obj_int=3020374
[r13400] best=33338.1840 gains=0 vars~533 t=359s status=OPTIMAL obj_int=2922503
[r13410] best=33338.1840 gains=0 vars~552 t=360s status=OPTIMAL obj_int=3006634
[r13420] best=33338.1840 gains=0 vars~530 t=360s status=OPTIMAL obj_int=2933320
[r13430] best=33338.1840 gains=0 vars~524 t=360s status=OPTIMAL obj_int=2947098
[r13440] best=33338.1840 gains=0 vars~537 t=360s status=OPTIMAL obj_int=2948486
[r13450] best=33338.1840 gains=0 vars~533 t=360s status=OPTIMAL obj_int=3035256
[r13460] best=33338.1840 gains=0 vars~532 t=361s status=OPTIMAL obj_int=2968901
[r13470] best=33338.1840 gains=0 vars~524 t=361s status=OPTIMAL obj_int=2968528
[r13480] best=33338.1840 gains=0 vars~511 t=361s status=OPTIMAL obj_int=2896332
[r13490] best=33338.1840 gains=0 vars~521 t=361s status=OPTIMAL obj_int=2938300
[r13500] best=33338.1840 gains=0 vars~527 t=362s status=OPTIMAL obj_int=2986311
[r13510] best=33338.1840 gains=0 vars~528 t=362s status=OPTIMAL obj_int=2970864
[r13520] best=33338.1840 gains=0 vars~533 t=362s status=OPTIMAL obj_int=2928080
[r13530] best=33338.1840 gains=0 vars~525 t=362s status=OPTIMAL obj_int=3042767
[r13540] best=33338.1840 gains=0 vars~527 t=363s status=OPTIMAL obj_int=3005961
[r13550] best=33338.1840 gains=0 vars~531 t=363s status=OPTIMAL obj_int=3043069
[r13560] best=33338.1840 gains=0 vars~506 t=363s status=OPTIMAL obj_int=3017411
[r13570] best=33338.1840 gains=0 vars~534 t=363s status=OPTIMAL obj_int=3015116
[r13580] best=33338.1840 gains=0 vars~539 t=364s status=OPTIMAL obj_int=2975031
[r13590] best=33338.1840 gains=0 vars~501 t=364s status=OPTIMAL obj_int=2961589
[r13600] best=33338.1840 gains=0 vars~535 t=364s status=OPTIMAL obj_int=3046596
[r13610] best=33338.1840 gains=0 vars~542 t=364s status=OPTIMAL obj_int=2980035
[r13620] best=33338.1840 gains=0 vars~508 t=365s status=OPTIMAL obj_int=2944143
[r13630] best=33338.1840 gains=0 vars~518 t=365s status=OPTIMAL obj_int=3042485
[r13640] best=33338.1840 gains=0 vars~518 t=365s status=OPTIMAL obj_int=3016840
[r13650] best=33338.1840 gains=0 vars~528 t=365s status=OPTIMAL obj_int=2971137
[r13660] best=33338.1840 gains=0 vars~507 t=366s status=OPTIMAL obj_int=2966795
[r13670] best=33338.1840 gains=0 vars~526 t=366s status=OPTIMAL obj_int=2900802
[r13680] best=33338.1840 gains=0 vars~516 t=366s status=OPTIMAL obj_int=3015389
[r13690] best=33338.1840 gains=0 vars~510 t=366s status=OPTIMAL obj_int=2941601
[r13700] best=33338.1840 gains=0 vars~539 t=367s status=OPTIMAL obj_int=3015015
[r13710] best=33338.1840 gains=0 vars~540 t=367s status=OPTIMAL obj_int=3047264
[r13720] best=33338.1840 gains=0 vars~524 t=367s status=OPTIMAL obj_int=2978467
[r13730] best=33338.1840 gains=0 vars~538 t=367s status=OPTIMAL obj_int=2937326
[r13740] best=33338.1840 gains=0 vars~539 t=368s status=OPTIMAL obj_int=2994549
[r13750] best=33338.1840 gains=0 vars~530 t=368s status=OPTIMAL obj_int=2956380
[r13760] best=33338.1840 gains=0 vars~516 t=368s status=OPTIMAL obj_int=2967520
[r13770] best=33338.1840 gains=0 vars~520 t=368s status=OPTIMAL obj_int=3047996
[r13780] best=33338.1840 gains=0 vars~514 t=369s status=OPTIMAL obj_int=2974696
[r13790] best=33338.1840 gains=0 vars~518 t=369s status=OPTIMAL obj_int=3000649
[r13800] best=33338.1840 gains=0 vars~552 t=369s status=OPTIMAL obj_int=3031607
[r13810] best=33338.1840 gains=0 vars~533 t=369s status=OPTIMAL obj_int=3042157
[r13820] best=33338.1840 gains=0 vars~525 t=370s status=OPTIMAL obj_int=2961404
[r13830] best=33338.1840 gains=0 vars~519 t=370s status=OPTIMAL obj_int=2982625
[r13840] best=33338.1840 gains=0 vars~528 t=370s status=OPTIMAL obj_int=2996223
[r13850] best=33338.1840 gains=0 vars~534 t=370s status=OPTIMAL obj_int=2999240
[r13860] best=33338.1840 gains=0 vars~541 t=370s status=OPTIMAL obj_int=2996367
[r13870] best=33338.1840 gains=0 vars~535 t=371s status=OPTIMAL obj_int=3036295
[r13880] best=33338.1840 gains=0 vars~523 t=371s status=OPTIMAL obj_int=2968033
[r13890] best=33338.1840 gains=0 vars~521 t=371s status=OPTIMAL obj_int=2976465
[r13900] best=33338.1840 gains=0 vars~523 t=371s status=OPTIMAL obj_int=3044355
[r13910] best=33338.1840 gains=0 vars~533 t=372s status=OPTIMAL obj_int=2999686
[r13920] best=33338.1840 gains=0 vars~531 t=372s status=OPTIMAL obj_int=2931630
[r13930] best=33338.1840 gains=0 vars~534 t=372s status=OPTIMAL obj_int=3027749
[r13940] best=33338.1840 gains=0 vars~525 t=372s status=OPTIMAL obj_int=2978842
[r13950] best=33338.1840 gains=0 vars~535 t=373s status=OPTIMAL obj_int=3000610
[r13960] best=33338.1840 gains=0 vars~547 t=373s status=OPTIMAL obj_int=2967696
[r13970] best=33338.1840 gains=0 vars~534 t=373s status=OPTIMAL obj_int=3038719
[r13980] best=33338.1840 gains=0 vars~520 t=373s status=OPTIMAL obj_int=3016717
[r13990] best=33338.1840 gains=0 vars~546 t=374s status=OPTIMAL obj_int=3010107
[r14000] best=33338.1840 gains=0 vars~524 t=374s status=OPTIMAL obj_int=2959843
[r14010] best=33338.1840 gains=0 vars~532 t=374s status=OPTIMAL obj_int=3002061
[r14020] best=33338.1840 gains=0 vars~513 t=374s status=OPTIMAL obj_int=2985807
[r14030] best=33338.1840 gains=0 vars~522 t=375s status=OPTIMAL obj_int=2897597
[r14040] best=33338.1840 gains=0 vars~520 t=375s status=OPTIMAL obj_int=3018158
[r14050] best=33338.1840 gains=0 vars~533 t=375s status=OPTIMAL obj_int=3011679
[r14060] best=33338.1840 gains=0 vars~549 t=375s status=OPTIMAL obj_int=2960163
[r14070] best=33338.1840 gains=0 vars~528 t=376s status=OPTIMAL obj_int=2964641
[r14080] best=33338.1840 gains=0 vars~534 t=376s status=OPTIMAL obj_int=2974624
[r14090] best=33338.1840 gains=0 vars~537 t=376s status=OPTIMAL obj_int=3012093
[r14100] best=33338.1840 gains=0 vars~526 t=376s status=OPTIMAL obj_int=2953086
[r14110] best=33338.1840 gains=0 vars~534 t=377s status=OPTIMAL obj_int=2992218
[r14120] best=33338.1840 gains=0 vars~531 t=377s status=OPTIMAL obj_int=2922792
[r14130] best=33338.1840 gains=0 vars~501 t=377s status=OPTIMAL obj_int=2949639
[r14140] best=33338.1840 gains=0 vars~522 t=377s status=OPTIMAL obj_int=2921287
[r14150] best=33338.1840 gains=0 vars~536 t=378s status=OPTIMAL obj_int=2970476
[r14160] best=33338.1840 gains=0 vars~534 t=378s status=OPTIMAL obj_int=3004573
[r14170] best=33338.1840 gains=0 vars~535 t=378s status=OPTIMAL obj_int=3008938
[r14180] best=33338.1840 gains=0 vars~524 t=378s status=OPTIMAL obj_int=3015005
[r14190] best=33338.1840 gains=0 vars~545 t=379s status=OPTIMAL obj_int=2962956
[r14200] best=33338.1840 gains=0 vars~530 t=379s status=OPTIMAL obj_int=2960515
[r14210] best=33338.1840 gains=0 vars~526 t=379s status=OPTIMAL obj_int=2926487
[r14220] best=33338.1840 gains=0 vars~531 t=379s status=OPTIMAL obj_int=2990380
[r14230] best=33338.1840 gains=0 vars~522 t=380s status=OPTIMAL obj_int=2971663
[r14240] best=33338.1840 gains=0 vars~524 t=380s status=OPTIMAL obj_int=3024656
[r14250] best=33338.1840 gains=0 vars~532 t=380s status=OPTIMAL obj_int=3037345
[r14260] best=33338.1840 gains=0 vars~521 t=380s status=OPTIMAL obj_int=2938011
[r14270] best=33338.1840 gains=0 vars~517 t=380s status=OPTIMAL obj_int=2994412
[r14280] best=33338.1840 gains=0 vars~542 t=381s status=OPTIMAL obj_int=2997124
[r14290] best=33338.1840 gains=0 vars~533 t=381s status=OPTIMAL obj_int=3025453
[r14300] best=33338.1840 gains=0 vars~523 t=381s status=OPTIMAL obj_int=2962388
[r14310] best=33338.1840 gains=0 vars~527 t=382s status=OPTIMAL obj_int=2991563
[r14320] best=33338.1840 gains=0 vars~536 t=382s status=OPTIMAL obj_int=2970995
[r14330] best=33338.1840 gains=0 vars~529 t=382s status=OPTIMAL obj_int=2972487
[r14340] best=33338.1840 gains=0 vars~543 t=382s status=OPTIMAL obj_int=2978676
[r14350] best=33338.1840 gains=0 vars~527 t=383s status=OPTIMAL obj_int=2974370
[r14360] best=33338.1840 gains=0 vars~530 t=383s status=OPTIMAL obj_int=3055720
[r14370] best=33338.1840 gains=0 vars~508 t=383s status=OPTIMAL obj_int=3005221
[r14380] best=33338.1840 gains=0 vars~524 t=383s status=OPTIMAL obj_int=3059744
[r14390] best=33338.1840 gains=0 vars~511 t=384s status=OPTIMAL obj_int=3000944
[r14400] best=33338.1840 gains=0 vars~531 t=384s status=OPTIMAL obj_int=3022487
[r14410] best=33338.1840 gains=0 vars~536 t=384s status=OPTIMAL obj_int=2939765
